0,77,0.004217329389856501
1,516,0.02826158396319422
2,1583,0.08670171979406288
3,2943,0.1611896155110089
4,4442,0.2432906123343192
5,6272,0.3435206484828568
7,8987,0.492222587358966
10,12549,0.6873151495234966
12,14529,0.7957607624055208
15,16360,0.8960455690656151
20,18229,0.9984116551648592
25,18258,1
30,17545,0.9609486252601599
35,16683,0.9137364442983897
40,15842,0.8676744440793077
50,14235,0.779658232007887
60,12757,0.6987074159272647
70,11096,0.6077335962317888
80,10024,0.5490196078431373
