0,230,0.01241498434632408
1,1249,0.06741876281982079
2,3234,0.1745654755478787
3,5673,0.3062182878117241
4,7943,0.4287487854906618
5,10101,0.5452337255748677
7,13558,0.7318363381193997
10,16814,0.9075893339091007
12,17951,0.9689625391341898
15,18526,1
20,17697,0.9552520781604232
25,16468,0.8889128791968045
30,15244,0.8228435711972363
35,14021,0.7568282413904782
40,12717,0.6864406779661016
50,10655,0.5751376443916658
60,8783,0.4740904674511497
70,7099,0.3831911907589334
80,5498,0.2967721040699557
