0,443,0.02232412819995969
1,2414,0.1216488611167103
2,6337,0.3193408586978432
3,11162,0.5624874017335215
4,15603,0.7862830074581738
5,18532,0.9338842975206612
7,19844,1
10,19565,0.9859403346099577
12,19253,0.970217698044749
15,18610,0.9378149566619634
20,16723,0.8427232412819996
25,14743,0.7429449707720218
30,12453,0.6275448498286635
35,10110,0.5094738963918565
40,7951,0.4006752670832494
50,4350,0.2192098367264664
60,2561,0.1290566418060875
70,1654,0.08335013102197138
80,828,0.04172545857689982
