0,189,0.009518054086720048
1,840,0.04230246260764466
2,2433,0.1225260613385708
3,5189,0.2613184267512716
4,8274,0.4166792566852999
5,11370,0.5725940474391902
7,16784,0.8452434909603667
10,19841,0.9991942388074735
12,19857,1
15,19654,0.9897769048698192
20,19053,0.9595105000755401
25,18110,0.9120209497910057
30,16994,0.8558191066122778
35,15520,0.781588356750768
40,14065,0.7083144483053835
50,10910,0.5494284131540514
60,8058,0.4058014805861913
70,5579,0.2809588558191066
80,3530,0.1777710631011734
