0,369,0.01865709374051977
1,1684,0.08514511072909293
2,4531,0.2290929315400951
3,8349,0.4221357063403782
4,12477,0.6308524623318839
5,16029,0.8104459500455051
7,19576,0.9897866316108808
10,19778,1
12,19582,0.9900899989887754
15,19139,0.9676913742542219
20,18015,0.9108605521286278
25,16302,0.8242491657397107
30,14608,0.7385984427141268
35,12639,0.6390433815350389
40,10641,0.538022044696127
50,7029,0.3553948832035595
60,4156,0.2101324704216807
70,2687,0.1358580240671453
80,1863,0.09419557083628274
