0,370,0.01854915526144282
1,1265,0.06341805785331127
2,3199,0.1603749937333935
3,6101,0.3058605304055748
4,9508,0.4766631573670226
5,13138,0.6586454103373941
7,18371,0.9209906251566652
10,19947,1
12,19919,0.9985962801423773
15,19780,0.9916278137063218
20,19364,0.9707725472502131
25,18629,0.9339249009876172
30,17550,0.8798315536170853
35,16360,0.8201734596681205
40,15025,0.7532461021707525
50,12020,0.602596881736602
60,9075,0.4549556324259287
70,6145,0.3080663758961247
80,4126,0.2068481475911165
